projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
2bc63c0f8b70752e7aa671727f37befb,e2838816d0b6af03e848adc91e5af97b,ab4ce4b324204d33984ef492faa830c7,120192000000,29.273908,-81.136327,Ormond Beach,FL,urban,Volusia Co School District,Volusia,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,high poverty,Grades 3-5,527.05,75,f,7/16/13,7/22/13
13234f5c98b232193a83700569daba1e,13194dcc836c793ac98a5bf355c9ce4b,9231edfbd3aa42675e70e69aea8b0a36,170993000000,41.745142,-87.717264,Chicago,IL,urban,Midway Elementary Network,Cook,f,t,Ms.,Visual Arts,Music & The Arts,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,355.49,100,t,9/27/12,11/19/12
a969a173e14035fa15da2494100bd64b,2c12068ae75a8e7ffd87b1a586dce254,646a9971017aba7b0a2b3b594eb95adf,240009000000,39.251929,-76.622781,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Ms.,Economics,History & Civics,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,978.72,25,f,9/17/13,11/3/13
3ec54d33dfea1d6f4dbaebb0bd06741a,250738c47c95fac515cc500265395331,5fd631b751250dee6911836816b4c25d,40633000552,33.397488,-112.064476,Phoenix,AZ,urban,Phoenix Union High SD 210,Maricopa,f,t,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades 9-12,688.51,152,f,12/11/12,1/7/13
32365b9600b301f0453b0b26b1c2eb8f,3f99fc965441c5b337b4d32cb672c6f0,0d339e556e4183e1fd3aed14459bc6b8,63441005601,37.759073,-122.436365,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,713.26,23,f,9/20/13,11/11/13
1523d9df60978cd3701593939151e728,91b4ac9d241c675660b2303b23ef2479,d8d32669520c6f7e053c24c8140bdad6,490087000000,40.739076,-111.92964,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,474.73,17,f,10/11/13,11/30/13
597b3c489ddec28713d8b7b615b994d1,0ea0a82985853ca52dddf881641abeaf,38a589d9cbfd23a8c4a002c53b91caad,63531005986,33.752869,-117.89595,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,191.34,30,t,8/18/12,9/7/12
539f1113a55d4a223fef8c1324a4649d,6b197b5dd013cbdc51d17563602bc4f1,5b87a1f00e6a22cf243d3a37345cc5af,62271002800,34.022617,-118.272175,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,History & Geography,History & Civics,College & Career Prep,Applied Learning,Technology,high poverty,Grades 6-8,557.88,146,t,1/6/12,1/15/12
b0039dcfc14c061b7f9edadfa69fc5ab,fbd8daa356ca8814b0d5f2f0501cc486,a6cb2f625a49554dded5a38bc2be7f89,220165000000,30.275787,-89.718448,Slidell,LA,suburban,St Tammany Parish Sch District,St Tammany,f,f,Mrs.,Literature & Writing,Literacy & Language,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,232.56,21,f,2/13/12,5/29/12
2a24f975f9c5e50e6bb8a02f5f3604fb,653aa5d38d9337d27099764c8d8d22e0,44a63da23fb7f75f4703b74ca8d52ee5,410883000000,45.418217,-122.537802,Clackamas,OR,suburban,North Clackamas School Dist,Clackamas,f,f,Mr.,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,high poverty,Grades 9-12,433.89,160,t,9/18/12,10/2/12
125709238866532803b7b33090ecfde9,90f6c9d96707bfaa158a301586813f27,351cb554c48df7edd2b8cddc0257a2d8,530669000000,47.2939,-122.622527,Gig Harbor,WA,suburban,Peninsula School District 401,Pierce,f,f,Mrs.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades PreK-2,415.89,7,f,5/3/12,5/19/12
ebba0a9cd117d02792350f37d514015d,a952eabe0b9a56ecae38cb9e9b8d9bd2,c2922b9c497088022caf8da5e9d2bb18,62271003330,33.730527,-118.298997,San Pedro,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Performing Arts,Music & The Arts,Music,Music & The Arts,Technology,high poverty,Grades 9-12,547.89,250,f,3/14/12,4/22/12
8401379f12a47e249c07dcadfbfd9301,c5fc266a4d0a16351646e051269d08da,687c2853d98e44fabe129d08d8057b91,62271003159,34.044702,-118.194232,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Visual Arts,Music & The Arts,Applied Sciences,Math & Science,Technology,high poverty,Grades 3-5,960.62,24,f,6/8/13,7/18/13
90687fcccee4398825dbe2ac3974890f,5daa734310d73b9bbc95aa3abbf4b9aa,bf0a43289407b99dc36813a244c15629,490087000000,40.796102,-111.930283,Salt Lake Cty,UT,urban,Salt Lake City School District,Salt Lake,f,f,Ms.,Environmental Science,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 3-5,564.96,30,t,3/10/12,6/28/12
d2b8b938d8e9240f0d5db3cb9d8ef4a2,84fcf259993218fe0f3f9b9836e028f5,7103bb0542e17929b718cb12e2b24844,62271002942,34.04719,-118.373764,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Mathematics,Math & Science,Social Sciences,History & Civics,Technology,highest poverty,Grades PreK-2,302.16,24,t,8/25/13,10/19/13
17df90bd2bccf67e99e5d2d655690bbe,f0661e236badac8af952652ce03f9daf,bfe72c9268dd190485222d845baae2f4,360012000000,40.760291,-73.818394,Flushing,NY,urban,New York City Dept Of Ed,Queens,f,f,Mr.,Applied Sciences,Math & Science,ESL,Literacy & Language,Supplies,highest poverty,Grades 9-12,589.22,25,f,6/4/13,6/24/13
4b044de783d82d0d215968c4c6423586,ff9d43aad11b577991e69e03e9d8b70c,0f6f349bd3ab20bcb5b4c6e3a8bb417c,220027000000,32.616941,-93.698396,Bossier City,LA,urban,Bossier Parish School Dist,Bossier,f,f,Mrs.,Literature & Writing,Literacy & Language,Extracurricular,Applied Learning,Technology,moderate poverty,Grades PreK-2,685.34,21,t,8/30/12,10/12/12
f557648ca9c919726d2fa789abdb6738,acefbdc9e33ee3b023deea7183654628,c3be68abe40d4e9e5a08f7d3bd04c71c,220084000000,30.025974,-90.210103,Metairie,LA,urban,Jefferson Parish Pub Sch Dist,Jefferson,f,f,Ms.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,546.69,170,f,9/22/13,10/18/13
0d736c934b13170f6e52bd2c03dc6031,bd3db2cfb2e7b7f7ecb0ad656aab40fb,22bdc9f62e9de2e44c9f41230dbbf253,130042000000,32.814247,-83.567818,Macon,GA,,Bibb Co School District,Bibb,f,f,Mrs.,Early Development,Applied Learning,Literacy,Literacy & Language,Supplies,highest poverty,Grades PreK-2,225.18,26,f,10/20/13,1/12/14
df787a65d64dd86533effb1752ad42ab,27e6a286fbcca672166702175278d7b3,841b7f22ec10ac3e5bbb5ec52a048e39,421899000000,40.06769,-74.988548,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Other,high poverty,Grades 3-5,214.06,30,f,1/26/13,2/8/13
d782002e3ef0d36747cb0a91385789ba,db644e9a933ad7a91d3169ca4c946bfd,1e8766bc9dd21ffeb9fbe1a47f135b38,170993000000,41.941351,-87.644614,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Ms.,Character Education,Applied Learning,Literacy,Literacy & Language,Supplies,moderate poverty,Grades 3-5,917.39,45,f,10/13/12,10/21/12
3630feba4fbb2cad5f7bfa8bacdb26b3,7fc62e00c55b45b38e34c0729658d63e,b74ff738ff6dff9943701adbaac7efc7,360008000000,40.773753,-73.985376,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mr.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 9-12,807.64,100,f,5/27/12,7/4/12
8c773f4efbb23b2bdcc05f41bfad50e6,fb0dca1d74c710b50f39a925e716bdd9,ccc3b60d726181d2923f39bee3957b91,290531000000,39.016785,-94.374902,Lees Summit,MO,suburban,Blue Springs School Dist R4,Jackson,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,low poverty,Grades PreK-2,557.39,20,f,10/8/13,11/28/13
0d95cda1fa18f38ce6e4c430ad1ccea6,baf43d10744443a1acde9db121295ac8,44baa6dbc2f62d765f7313d55f1e9e23,470237000000,36.225002,-86.285944,Lebanon,TN,,Lebanon Special School Dist,Wilson,f,f,Mrs.,Social Sciences,History & Civics,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,1470.54,70,t,4/29/12,6/8/12
a46b7842e702b7164164951f2100dcf2,b3652cf978b2b10a105fdbad1a87b436,9ff9a3342b05a8a54b492aa642c56da0,170993000000,41.874419,-87.660419,Chicago,IL,urban,Fulton Elementary Network,Cook,f,t,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades PreK-2,452.05,31,f,9/1/13,9/18/13
dac0b1aa5c210f26e60210475d233303,cbfb87d73e594cf0a66dd6160ab24a70,cf58f7fe2cb1f5e6836189a36f29cb0c,370001000000,35.598152,-77.385445,Greenville,NC,rural,Pitt Co School District,Pitt,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,300.89,24,f,12/19/13,1/12/14
6c57c534f3722855077282c1bae88f11,e1be2b71e6cd0ec723892693af75a100,e369352f0b0f6bd7ef0034852baf2346,250597000000,42.774781,-71.095008,Haverhill,MA,suburban,Haverhill Public Schools,Essex,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,436.59,35,f,7/6/13,10/11/13
383245af4a9fa40a1fde23c53c128f5f,672eb6c1ee40de376705d3f8dc2bad4d,f408d629cb9423794555c125086e77f2,80375000484,38.825577,-104.384666,Ellicott,CO,rural,Ellicott School District 22,El Paso,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 3-5,489.35,100,f,12/2/12,1/24/13
209033f164df6fc47afee22c30b65ef3,e5ee6a23c6345a5416c031dde7f34449,a5d009342bffc7f007d9c7f5927b6ea7,120054000000,29.465067,-81.172625,Flagler Beach,FL,rural,Flagler Co School District,Flagler,f,f,Ms.,Visual Arts,Music & The Arts,,,Technology,high poverty,Grades 3-5,221.67,999,t,9/12/12,10/27/12
a0fdb9feb927d684f75f414dd1a1d734,2bf976514f4bc19cff6d9ff1c64bfeb8,c7ee71e78a89b4537735625abe3df9e2,62271012623,34.039135,-118.211122,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 9-12,1076.25,25,f,2/2/12,5/26/12
12983ada0aacb0ab4cfb4a271e9c4f39,aed8b59217d4bb8805897168943bc9eb,c545ed8aebe9cb656301032527cbd3bb,62805011294,37.779457,-122.23082,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Ms.,Applied Sciences,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 3-5,2607.46,300,f,9/10/12,10/2/12
77ffa63a0b8ef7370d9661807d0cf893,0870b08e29cc9377e59a02ae489e1824,60dd350bd15b2544a424ceeb0d7cfd3a,450144000000,32.853467,-79.991511,N Charleston,SC,urban,Charleston Co School District,Charleston,f,f,Ms.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,167.41,400,f,3/3/13,4/1/13
1bc75c94df8f0455644a3c4e1dd43fe0,ddf1c8d29af86ee9d16163ea7cd56a57,14dd81c8fa3b38088559fa85133f3cc0,490021000000,41.092273,-112.064814,Syracuse,UT,suburban,Davis School District,Davis,f,f,Mrs.,Other,Applied Learning,,,Supplies,moderate poverty,Grades 6-8,482.55,500,f,11/10/13,2/24/14
7e7720a00781b42c629499bdd45b719f,4245ce8196e817892473471c0d52fecc,d138e3c5d03a95c2e2f8ab1e441353e7,61954011601,35.417836,-119.145662,Bakersfield,CA,rural,Kern High School District,Kern,f,f,Mrs.,Foreign Languages,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 9-12,912.68,235,t,10/20/13,1/29/14
1a1aa044e59bc98075f932855640161a,d4f583d014334817e920c6494ccaeba1,6689fcf4267cabb6667e6e5ee17ca198,63531010989,33.759975,-117.878151,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,t,f,Ms.,Health & Life Science,Math & Science,,,Other,highest poverty,Grades 9-12,468.09,150,f,1/27/13,3/16/13
dadf9079b7f82adf6e948489d472ca8a,a14066f9c1792cfca96844cc9921706a,366df050ac78d8e12e0885be088edc8d,90519001081,41.722012,-72.227859,Willimantic,CT,,Windham Public Schools,Windham,f,f,Mr.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,507.22,110,f,8/13/13,9/11/13
421af4111cf1ed6a354dca6eb5696e13,a5987bc46670c539e6139da1a5c82830,3e2d30f1e71d18ab7f4e4460e0666297,250978000000,41.970957,-70.801068,Plympton,MA,rural,Supervisory Union 31,Plymouth,f,f,Mr.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,moderate poverty,Grades 6-8,3437.07,36,f,9/14/12,9/19/12
b601bbbf2b3752ac0c1460df76824115,3b6c596fd78f96c230324a0472c10d6b,740f63949aca385354334f97120f2433,370027000000,35.574085,-82.574509,Asheville,NC,,Asheville City School District,Buncombe,f,t,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,699.14,22,f,5/6/13,6/17/13
d929d8f1bb50d5a02b96a51393abc6eb,b53ba8996e8d82e91b191615191fc9f8,2071f85d45a04e3add509ef867cea9f4,421899000000,39.940914,-75.232376,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Ms.,Performing Arts,Music & The Arts,,,Other,highest poverty,Grades 6-8,842.79,20,f,1/12/13,2/10/13
a65fa44baace58173065e7c4cde8b32f,e716373606f994ea7db4ad8a028dc2bd,386238b95bbbd8f56228afc1378cab5f,490057000000,41.143997,-111.759094,Morgan,UT,rural,Morgan Co School District,Morgan,f,f,Mrs.,Mathematics,Math & Science,Environmental Science,Math & Science,Supplies,moderate poverty,Grades 3-5,345.67,97,f,11/18/12,2/17/13
fca13987272428687078373e63ef4598,232b7d6c6ef88c841be042c9b568eb4f,6e7cda283cbf13e581ea792e5c434010,210299000000,38.195616,-85.771511,Louisville,KY,urban,Jefferson Co School District,Jefferson,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,582.76,22,t,9/30/12,11/22/12
cfe5424bda0f68207ff520cb0cc79aaf,75879c44cd4f59a32249c2e81dce7bf7,8a80d57917694f5d3113afd3e590edff,,35.192436,-114.061287,Kingman,AZ,,Kingman Unified School Dist 20,Mohave,f,f,Ms.,Health & Life Science,Math & Science,,,Technology,high poverty,Grades 9-12,828.6,150,f,9/23/12,10/24/12
582bb049e624d6cedc1b2b503781d997,1e5d648fd454f78224863858a79df6ed,523ef06e3b79de6613952e4030edf7fe,130138000000,31.16903,-83.793773,Moultrie,GA,,Colquitt Co School District,Colquitt,f,f,Mrs.,Special Needs,Special Needs,,,Technology,highest poverty,Grades 6-8,861.39,22,f,4/16/13,6/23/13
32a17a608253f31d46ad6c9a13e852a1,2a48eea6abd9f3d1cd786514cb2c7b5f,d5b82ad9ba7785d0ccbfe25cdaf370a8,61623002023,32.756368,-117.039171,La Mesa,CA,suburban,Grossmont Union High Sch Dist,San Diego,t,f,Ms.,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 9-12,528.49,180,t,9/18/12,12/8/12
acfacfec0b02e61e344cedfc040a6ede,077bba552518a7e62228f10c3794d94b,ef73f982bcaff85da11fdeefc5ac85b8,340459000000,40.665864,-74.180465,Elizabeth,NJ,suburban,Elizabeth School District,Union,f,f,Ms.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 9-12,394.25,100,f,7/12/13,8/17/13
a4eb31a047994b0d70c1ccca0e8fdd79,9cdf19fd505baaaa43f2064c834a691e,694be1251ab236dcbe3d6e091f17e842,130387000000,32.41,-84.967604,Columbus,GA,urban,Muscogee Co School District,Muscogee,f,f,Ms.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Technology,highest poverty,Grades 3-5,474.85,250,t,3/10/12,3/20/12
e7be42b9a4eac60114ca7d6a07c485a9,a1974263b554e4eb736d97e5bf888af3,e9acfe25f3de87ed38ed327f8e4b92d1,,41.606907,-81.526673,Euclid,OH,suburban,Ohio Department of Education,Cuyahoga,t,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 9-12,651.81,75,f,11/4/13,1/27/14
64c74ea4327dd32c059e2e18b495f3b8,0bba33702403e809268af5f5742cad3c,eb6b0fd10e842569cd73b8227deb8c63,180477000000,39.84581,-86.12661,Indianapolis,IN,urban,Indianapolis Public Sch Dist,Marion,f,t,Mrs.,Visual Arts,Music & The Arts,,,Supplies,high poverty,Grades PreK-2,651.72,470,t,8/25/13,10/17/13
7a3bd223e13bbcca3bd83b91a6f376d9,a379859c7461d367ef8ad685f6a152f4,79c516acccf5caede4360a2d5d37d37a,51257001013,35.430612,-92.388379,Bee Branch,AR,rural,South Side Bee Branch Sch Dist,Van Buren,f,f,Mrs.,Music,Music & The Arts,,,Other,high poverty,Grades 9-12,854.6,30,f,2/26/12,3/12/12
97c3effae9bf5913ac3d562995953abf,9dc198dfe9c4d49e09a54169c0f00ef7,d01f80e3f2511b8dc0ab50b0648fedc7,174125000000,42.356819,-87.862251,Waukegan,IL,suburban,Waukegan Cmty Unit SD 60,Lake,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,527.05,52,f,2/11/13,5/28/13
50310fa6f02ffe56b37e010aa410887b,ebd0a7e71979ead2722495c631991bc4,b3b535b1762376685bee070d1a47307b,370192000000,36.147173,-79.940311,Greensboro,NC,urban,Guilford Co School District,Guilford,f,f,Ms.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 3-5,554.26,61,f,10/20/12,12/7/12
7f5b8f101c45908ab5822267d162cc7d,7f70fbe724ff73d24aacbac7722b54ac,5f35c30f2bb5cc71efbd319f98a5b42f,360008000000,40.813381,-73.913857,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades 3-5,2662.35,110,f,11/25/13,12/3/13
aeafe84e473b054be165265c65320a8c,beec1fc13723ee00268ebc276003e368,4e6fb60633afab4214a9dce3f5c89ed4,120087000000,28.013315,-82.55938,Tampa,FL,suburban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,468.67,14,f,2/7/12,5/17/12
e25b515219ed87a85fb5be5e3fc9d100,05f92000804a19f7bd79c0c10cd6bf8f,82571bc4db2e4cd846e3c50eeceeb176,62271002991,34.182137,-118.424728,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,350.25,24,t,1/2/12,2/27/12
9b3bd608dede3878b4cd586d1d29c3aa,fd87189940a933f5923045b20492003c,f20dd2510f48be0999ce528517160d9e,481970000000,32.738848,-97.189717,Fort Worth,TX,urban,Ft Worth Ind School District,Tarrant,f,f,Mr.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades 6-8,869.44,149,f,2/18/12,5/16/12
39fbdbd259c5f32cdd8b19aacbf39296,21ec208372fbfca9236e8d353aaababa,4a1b2e2d68e1baae249b072d2f89f8f8,180363000000,41.068547,-85.099231,Fort Wayne,IN,urban,Ft Wayne Cmty School Dist,Allen,f,f,Mrs.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades PreK-2,231.87,28,t,8/23/13,9/2/13
fce6e8bf7cb9af4c59fc7df456ebfc62,dc49bd7a067af791bc960b3ad8852cdc,312aba73c42fb4d484d850203f8e3c62,64293006985,38.523435,-121.969707,Winters,CA,,Winters Joint Unif School Dist,Yolo,f,f,Mrs.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,500.95,23,f,12/8/13,4/4/14
9d744a913d6584f46fea1ed207e42da3,9209414730f563fb44e0148b9d82b41d,cd272f885a380b2f4a044de45f1810db,62271003277,33.882097,-118.3003,Gardena,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Applied Sciences,Math & Science,,,Technology,highest poverty,Grades 6-8,659.91,120,f,10/27/13,1/10/14
c3d15af235a5f94790f4a6a156ddcba3,21e34538b33fb218ecd7bfb5af7f72a0,10e08ed05d2dd57683394321c4861fe4,,41.347861,-82.135172,Elyria,OH,urban,Lorain Co Ed Service Center,Lorain,f,f,Ms.,Special Needs,Special Needs,Visual Arts,Music & The Arts,Supplies,high poverty,Grades PreK-2,190.45,7,f,12/24/13,2/6/14
2c72906a66dc8d90c38cbb32eadc6d17,43d2e74c0aa9d27997e3d9936e815ea6,9c86f4d7c69e2297fddc5e9c49d2f316,340007000000,40.710884,-74.202805,Newark,NJ,urban,New Jersey Dept of Education,Essex,t,f,Mr.,Literacy,Literacy & Language,Social Sciences,History & Civics,Other,highest poverty,Grades 6-8,418.65,95,t,8/29/13,11/8/13
7325a7a0b489f477a52d58576b03d166,99d613e9ac421110b3c4c54499563ef3,ec1d80fe2266cab8e6f51f720b0b7958,150003000000,19.670524,-155.999025,Kailua Kona,HI,,Hawaii School District,Hawaii,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,239.55,15,f,9/18/12,10/9/12
f1bebae3cea601885bd5ae2c6adc865b,f7ada7b4f8a1d83c5261749abc507544,dd95a448f1b36a120ca406c9ea45a896,63488007353,33.129268,-117.19059,San Marcos,CA,urban,San Marcos Unified Sch Dist,San Diego,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Supplies,moderate poverty,Grades 3-5,307.54,35,t,9/7/13,10/2/13
62948a891e7793442f48be528176f8a6,77bdfba0801b18ca7c74de87515e51ce,3e716525af499ec8bd3e45461148d927,482364000000,29.87183,-95.336273,Houston,TX,urban,Houston Ind School District,Harris,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 3-5,354.82,25,t,11/26/13,2/22/14
d2431197a0a35aa8ab498bf392985da8,fc39a161b3b76473f4a9087fda673ffc,bf10454186452a0c1301c7dd1390b6f9,360008000000,40.86092,-73.930069,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 6-8,801.69,84,f,12/15/12,2/27/13
f3414e4631a378250348789f22c79f4c,80b3dc58dbcc508d42954417dbbca1e1,e11ac5f1027028b643100feb67dcff0e,421899000000,39.918956,-75.168507,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Mrs.,Early Development,Applied Learning,Character Education,Applied Learning,Supplies,highest poverty,Grades PreK-2,481.29,29,f,4/20/13,7/30/13
eecdc728100e389933657569df9847b6,22eaf9a3faad9c31f9cabaea1a87a65e,d7f36fb0a2239b91ce4251d8b1c86dd3,60588007652,33.920563,-117.870987,Brea,CA,suburban,Brea-olinda Unified Sch Dist,Orange,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,732.79,29,f,10/15/12,11/10/12
7231c06cad1b351d9fd08a568665b0dc,568c35e51351aea98fe7744b181e2294,2949fb37560fa99a5d7c1e21d0cdde45,261200000000,42.405605,-82.947416,Detroit,MI,,Detroit Public School District,Wayne,f,f,Ms.,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,405.12,20,f,11/16/13,2/8/14
448cad43668b07f0f5f8ad6f1c1eb5eb,a9ad2cf605bba1fe82e8f234b94d6e73,1f80e906391fc7c0f3d47cf2b4cf91f1,62271003346,33.972623,-118.315965,Los Angeles,CA,,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,365.32,26,t,2/1/12,3/23/12
47bec0a91456b78db6527c021722fd13,2c3f59c5edea7fdda416e06d7182b68b,a18142a9f7337eda38565f41c8fe3d56,61473001800,33.867512,-117.95356,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,765.34,25,f,9/3/13,10/10/13
fe3bd513f4584a36bd791dddd9995763,3ca05a35d3a11a657462c5592c72a9b4,a4dff52cd93f4e3a281410a6baffd7a7,482574000000,29.915539,-95.497902,Houston,TX,suburban,Klein Ind School District,Harris,f,f,Mrs.,Health & Life Science,Math & Science,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,490.01,44,f,9/5/12,9/10/12
71df9d8fd05c44aeaeacbc7895d2d792,c7b138aab81cc52c630edb5209ffd412,8506862c7540f01cb5ec024c5c328e1a,262954000000,43.27823,-86.287934,Muskegon,MI,suburban,Reeths-puffer School District,Muskegon,f,f,Ms.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Other,moderate poverty,Grades PreK-2,478.54,55,f,1/16/12,1/29/12
a8066a92915bcd3ece31138612258f28,466098ee3831245b183c93ced4aa9b09,1562fd2c6b4328d551be6e2cdb4739ba,273819000000,45.201205,-92.773257,Marine St Crx,MN,rural,Stillwater School Dist 834,Washington,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,moderate poverty,Grades 3-5,332.64,90,f,7/15/13,9/21/13
7642eb8201d03083115b33147fd2bbe4,063c2c190c76423bf46da705a9c1f291,01babdf8842e43e6fc9149c103dd0501,,37.756523,-122.155991,Oakland,CA,,Oakland Unified School Dist,Alameda,t,f,Mr.,Literacy,Literacy & Language,Mathematics,Math & Science,Books,highest poverty,Grades PreK-2,1060.44,15,f,12/2/12,1/7/13
8378697feb6cb3044c4d037ea9965be2,9426a84d03624eaf01116f9f5dbc4dd5,62f0a8e09a52749711bd4063ac39ca80,63255005040,37.929324,-122.331681,Richmond,CA,suburban,West Contra Costa Usd,Contra Costa,f,f,Ms.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Other,highest poverty,Grades PreK-2,495.18,20,t,3/31/12,5/9/12
6485c06016cf32f7aeb24c95e386491c,54df740767130d9c99a49176dbb7415e,ca34e577145dd74b5d36bc729b52e64c,61389001576,38.600284,-121.301583,Rncho Cordova,CA,urban,Folsom-cordova Unif Sch Dist,Sacramento,f,f,Mrs.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades 6-8,217.99,160,t,8/2/12,9/13/12
